"movie_title","gross","budget","title_year","duration","genre","rating","expensive","IMDB_high"
"Death Race",36.06491,45,2008,111,"Action","R","YES","NO"
"The Love Guru",32.178777,62,2008,87,"Comedy","PG-13","YES","NO"
"Marley & Me",143.151473,60,2008,115,"Comedy","PG","YES","YES"
"The Happening",64.505912,48,2008,91,"Other","R","YES","NO"
"The Tale of Despereaux",50.81875,60,2008,93,"Adventure","G","YES","NO"
"Righteous Kill",40.076438,60,2008,101,"Action","R","YES","NO"
"Meet Dave",11.802056,60,2008,90,"Adventure","PG","YES","NO"
"Inkheart",17.281832,60,2008,106,"Adventure","PG","YES","NO"
"The Spirit",19.781879,60,2008,103,"Action","PG-13","YES","NO"
"Leatherheads",31.199215,58,2008,114,"Comedy","PG-13","YES","NO"
"The Forbidden Kingdom",25.040293,55,2008,104,"Action","PG-13","YES","NO"
"Semi-Pro",33.47285,55,2008,99,"Comedy","R","YES","NO"
"Changeling",35.707327,55,2008,141,"Crime","R","YES","YES"
"Seven Pounds",69.951824,55,2008,123,"Drama","PG-13","YES","YES"
"Mamma Mia!",143.70421,52,2008,108,"Comedy","PG-13","NO","NO"
"Yes Man",97.680195,70,2008,104,"Comedy","PG-13","YES","NO"
"Journey to the Center of the Earth",101.70206,45,2008,93,"Action","PG","NO","NO"
"Revolutionary Road",22.877808,35,2008,119,"Drama","R","NO","YES"
"Babylon A.D.",22.531698,70,2008,101,"Action","PG-13","YES","NO"
"Miracle at St. Anna",7.916887,45,2008,160,"Action","R","YES","NO"
"Bangkok Dangerous",15.27968,40,2008,99,"Action","R","NO","NO"
"Vantage Point",72.266306,40,2008,90,"Crime","PG-13","NO","NO"
"Made of Honor",46.012734,40,2008,101,"Comedy","PG-13","NO","NO"
"Drillbit Taylor",32.85364,40,2008,102,"Comedy","PG-13","NO","NO"
"The Other Boleyn Girl",26.814957,35,2008,115,"Biography","PG-13","NO","NO"
"Soul Men",12.081447,44.870033081674,2008,100,"Comedy","R","YES","NO"
"Delgo",0.51192,40,2008,94,"Adventure","PG","NO","NO"
"Red Cliff",0.626809,553.632,2008,150,"Action","R","YES","YES"
"City of Ember",7.871693,55,2008,90,"Adventure","PG","NO","NO"
"The Express",9.589875,40,2008,130,"Biography","PG","NO","YES"
"Burn After Reading",60.338891,37,2008,96,"Comedy","R","NO","YES"
"Nim's Island",48.006503,37,2008,96,"Adventure","PG","NO","NO"
"Twilight",191.449475,37,2008,122,"Drama","PG-13","NO","NO"
"Space Chimps",30.105968,37,2008,81,"Adventure","G","NO","NO"
"21",81.159365,35,2008,123,"Crime","PG-13","NO","NO"
"Max Payne",40.687294,35,2008,103,"Action","PG-13","NO","NO"
"Mirrors",30.691439,35,2008,112,"Horror","R","NO","NO"
"Untraceable",28.687835,35,2008,101,"Crime","R","NO","NO"
"The X Files: I Want to Believe",20.981633,30,2008,108,"Drama","PG-13","NO","NO"
"Superhero Movie",25.871834,35,2008,82,"Action","PG-13","NO","NO"
"Punisher: War Zone",7.948159,35,2008,103,"Action","R","NO","NO"
"Ponyo",15.081783,34,2008,101,"Adventure","G","NO","YES"
"Doomsday",10.955425,30,2008,113,"Action","R","NO","NO"
"The Reader",34.180954,32,2008,124,"Drama","R","NO","YES"
"27 Dresses",76.806312,30,2008,111,"Comedy","PG-13","NO","NO"
"Forgetting Sarah Marshall",62.877175,30,2008,118,"Comedy","R","NO","YES"
"Baby Mama",60.26934,30,2008,99,"Comedy","PG-13","NO","NO"
"Meet the Spartans",38.232624,30,2008,86,"Comedy","PG-13","NO","NO"
"Pride and Glory",15.709385,30,2008,130,"Crime","R","NO","NO"
"Frost/Nixon",18.593156,35,2008,122,"Drama","R","NO","YES"
"Role Models",67.2663,28,2008,101,"Comedy","R","NO","NO"
"How to Lose Friends & Alienate People",2.775593,27,2008,110,"Comedy","R","NO","NO"
"Welcome Home, Roscoe Jenkins",42.168445,35,2008,114,"Comedy","PG-13","NO","NO"
"The Sisterhood of the Traveling Pants 2",44.087387,44.870033081674,2008,119,"Comedy","PG-13","NO","NO"
"The Duchess",13.823741,13.5,2008,110,"Biography","PG-13","NO","NO"
"What Just Happened",1.089365,25,2008,104,"Comedy","R","NO","NO"
"Pineapple Express",87.34138,27,2008,117,"Action","R","NO","YES"
"Gran Torino",148.085755,33,2008,116,"Drama","R","NO","YES"
"W.",25.5175,25.1,2008,129,"Biography","PG-13","NO","NO"
"Taken",145.000989,25,2008,93,"Action","PG-13","NO","YES"
"Cloverfield",80.034302,25,2008,85,"Action","PG-13","NO","YES"
"The House Bunny",48.237389,25,2008,97,"Comedy","PG-13","NO","NO"
"The Ruins",17.427926,8,2008,93,"Horror","R","NO","NO"
"Stop-Loss",10.91175,25,2008,112,"Drama","R","NO","NO"
"Blindness",3.073392,25,2008,121,"Drama","R","NO","NO"
"Me and Orson Welles",1.186957,25,2008,107,"Drama","PG-13","NO","NO"
"Zack and Miri Make a Porno",31.452765,24,2008,101,"Comedy","R","NO","NO"
"The Longshots",11.508423,23,2008,94,"Biography","PG","NO","NO"
"Mad Money",20.668843,22,2008,104,"Comedy","PG-13","NO","NO"
"Never Back Down",24.848292,20,2008,110,"Action","PG-13","NO","NO"
"Swing Vote",16.28436,21,2008,120,"Comedy","PG-13","NO","NO"
"Beverly Hills Chihuahua",94.497271,20,2008,91,"Adventure","PG","NO","NO"
"Lakeview Terrace",39.263506,22,2008,110,"Crime","PG-13","NO","NO"
"Doubt",33.422556,20,2008,104,"Drama","PG-13","NO","YES"
"Milk",31.838002,20,2008,128,"Biography","R","NO","YES"
"One Missed Call",26.876529,27,2008,87,"Horror","PG-13","NO","NO"
"The Bank Job",30.028592,20,2008,111,"Crime","R","NO","YES"
"Street Kings",26.415649,20,2008,109,"Action","R","NO","NO"
"Appaloosa",20.207003,44.870033081674,2008,115,"Crime","R","YES","NO"
"My Best Friend's Girl",19.151864,40,2008,112,"Comedy","R","NO","NO"
"Twilight",191.449475,37,2008,122,"Drama","PG-13","NO","NO"
"Disaster Movie",14.174654,25,2008,88,"Comedy","PG-13","NO","NO"
"Ghost Town",13.21403,20,2008,102,"Comedy","PG-13","NO","NO"
"Be Kind Rewind",11.169531,20,2008,102,"Comedy","PG-13","NO","NO"
"An American Carol",7.00172,12,2008,83,"Comedy","PG-13","NO","NO"
"Strange Wilderness",6.563357,20,2008,87,"Adventure","R","NO","NO"
"Passchendaele",47.2337862180161,20,2008,114,"Drama","R","NO","NO"
"Flash of Genius",4.23404,20,2008,119,"Biography","PG-13","NO","YES"
"The Brothers Bloom",3.519627,20,2008,114,"Adventure","PG-13","NO","NO"
"Synecdoche, New York",3.081925,21,2008,124,"Comedy","R","NO","YES"
"The Children of Huang Shi",1.027749,40,2008,125,"Drama","R","NO","YES"
"CJ7",0.206678,44.870033081674,2008,86,"Comedy","PG","NO","NO"
"Three Kingdoms: Resurrection of the Dragon",47.2337862180161,25,2008,102,"Action","R","NO","NO"
"The Baader Meinhof Complex",0.47627,20,2008,184,"Action","R","NO","YES"
"Sex Drive",8.396942,19,2008,129,"Adventure","R","NO","NO"
"Prom Night",43.818159,20,2008,89,"Horror","PG-13","NO","NO"
"RocknRolla",5.694401,18,2008,114,"Action","R","NO","YES"
"The Informers",47.2337862180161,18,2008,98,"Crime","R","NO","NO"
"Step Up 2: The Streets",58.006147,23,2008,98,"Drama","PG-13","NO","NO"
"Dragon Hunters",47.2337862180161,11,2008,80,"Adventure","PG","NO","NO"
"The Women",26.896744,16.5,2008,114,"Comedy","PG-13","NO","NO"
"Vicky Cristina Barcelona",23.213577,15.5,2008,96,"Drama","PG-13","NO","YES"
"Welcome to the Sticks",47.2337862180161,11,2008,106,"Comedy","Other","NO","YES"
"Good",0.023091,15,2008,92,"Drama","R","NO","NO"
"The Yellow Handkerchief",0.31704,15.5,2008,102,"Drama","PG-13","NO","NO"
"The Hurt Locker",15.7,15,2008,131,"Drama","R","NO","YES"
"The Pirates Who Don't Do Anything: A VeggieTales Movie",12.70188,15,2008,85,"Adventure","G","NO","NO"
"In Bruges",7.75713,15,2008,107,"Comedy","R","NO","YES"
"The Rocker",6.409206,15,2008,102,"Comedy","PG-13","NO","NO"
"Transsiberian",2.203641,15,2008,111,"Crime","R","NO","NO"
"Ong-bak 2",0.102055,300,2008,110,"Action","R","YES","NO"
"The Midnight Meat Train",0.073548,15,2008,103,"Other","R","NO","NO"
"Bathory: Countess of Blood",47.2337862180161,44.870033081674,2008,141,"Biography","R","YES","NO"
"Slumdog Millionaire",141.319195,15,2008,120,"Drama","R","NO","YES"
"Easy Virtue",2.656324,44.870033081674,2008,97,"Comedy","PG-13","NO","NO"
"The Lucky Ones",0.183088,15,2008,115,"Comedy","R","NO","YES"
"The Boy in the Striped Pajamas",9.030581,12.5,2008,94,"Drama","PG-13","NO","YES"
"Harold & Kumar Escape from Guantanamo Bay",38.087366,12,2008,102,"Adventure","R","NO","NO"
"Quarantine",31.691811,12,2008,89,"Horror","R","NO","NO"
"The Eye",31.397498,12,2008,92,"Horror","PG-13","NO","NO"
"Rachel Getting Married",12.796277,44.870033081674,2008,113,"Drama","R","YES","NO"
"Cadillac Records",8.134217,12,2008,109,"Biography","R","NO","YES"
"Two Lovers",3.148482,12,2008,110,"Drama","R","NO","YES"
"High School Musical 3: Senior Year",90.556401,11,2008,112,"Comedy","G","NO","NO"
"The Secret Life of Bees",37.76635,11,2008,110,"Drama","PG-13","NO","YES"
"Saw V",56.729973,10.8,2008,95,"Horror","R","NO","NO"
"Nick and Norah's Infinite Playlist",31.487293,9,2008,90,"Comedy","PG-13","NO","NO"
"Kit Kittredge: An American Girl",17.655201,10,2008,101,"Drama","G","NO","NO"
"Over Her Dead Body",7.56367,10,2008,95,"Comedy","PG-13","NO","NO"
"War, Inc.",0.578527,10,2008,107,"Action","R","NO","NO"
"Free Style",0.140987,44.870033081674,2008,94,"Drama","PG","NO","NO"
"The Oxford Murders",0.003607,10,2008,104,"Crime","R","NO","NO"
"Fifty Dead Men Walking",47.2337862180161,6,2008,117,"Drama","R","NO","NO"
"Adam Resurrected",47.2337862180161,10,2008,106,"Drama","R","NO","NO"
"The Good, the Bad, the Weird",0.128486,10,2008,135,"Action","R","NO","YES"
"Hamlet 2",4.881867,9,2008,92,"Comedy","R","NO","NO"
"Flame and Citron",0.145109,45,2008,45,"Drama","Other","YES","YES"
"Repo! The Genetic Opera",0.140244,8.5,2008,150,"Horror","R","NO","NO"
"Shutter",25.926543,8,2008,90,"Horror","PG-13","NO","NO"
"Pathology",0.108662,8,2008,95,"Crime","R","NO","NO"
"Witless Protection",4.13164,7.5,2008,97,"Comedy","PG-13","NO","NO"
"The Wave",47.2337862180161,5,2008,107,"Drama","Other","NO","YES"
"Definitely, Maybe",31.97384,44.870033081674,2008,112,"Comedy","PG-13","NO","YES"
"Redbelt",2.344847,7,2008,99,"Drama","R","NO","NO"
"Stargate: The Ark of Truth",47.2337862180161,44.870033081674,2008,97,"Action","Other","YES","YES"
"The Wrestler",26.236603,6,2008,109,"Drama","R","NO","YES"
"Dolphins and Whales 3D: Tribes of the Ocean",7.518876,6,2008,42,"Adventure","Other","NO","NO"
"College",4.693919,6.5,2008,94,"Comedy","R","NO","NO"
"The Wackness",2.077046,6,2008,99,"Comedy","R","NO","YES"
"Surfer, Dude",0.036497,6,2008,85,"Comedy","R","NO","NO"
"Winter in Wartime",0.54286,4,2008,103,"Drama","R","NO","YES"
"The Haunting of Molly Hartley",13.350177,5,2008,82,"Drama","PG-13","NO","NO"
"Sunshine Cleaning",12.055108,8,2008,91,"Comedy","R","NO","NO"
"Bottle Shock",4.040588,5,2008,110,"Comedy","PG-13","NO","NO"
"Standard Operating Procedure",0.22883,44.870033081674,2008,118,"Crime","R","YES","YES"
"Lovely, Still",0.12472,5,2008,90,"Drama","PG","NO","YES"
"The Cottage",47.2337862180161,2.5,2008,92,"Comedy","Other","NO","NO"
"Train",47.2337862180161,44.870033081674,2008,94,"Horror","R","YES","NO"
"The Betrayed",47.2337862180161,3.5,2008,98,"Crime","Other","NO","NO"
"Choke",2.926565,3,2008,92,"Comedy","R","NO","NO"
"The Class",3.766595,44.870033081674,2008,128,"Drama","PG-13","NO","YES"
"Journey to Saturn",47.2337862180161,44.870033081674,2008,90,"Action","Other","YES","NO"
"Religulous",12.995673,2.5,2008,101,"Comedy","R","NO","YES"
"Fuel",0.173783,2.5,2008,112,"Documentary","Other","NO","YES"
"The Other End of the Line",0.115504,14,2008,106,"Comedy","PG-13","NO","NO"
"Sleep Dealer",0.075727,2.5,2008,90,"Drama","PG-13","NO","NO"
"Impact Point",47.2337862180161,2.2,2008,90,"Other","R","NO","NO"
"Waltz with Bashir",2.283276,1.5,2008,90,"Animation","R","NO","YES"
"Roadside Romeo",0.055202,44.870033081674,2008,93,"Animation","PG","NO","NO"
"Eden Lake",0.005824,44.870033081674,2008,91,"Horror","R","YES","NO"
"Gangster's Paradise: Jerusalema",0.004958,2,2008,119,"Action","R","NO","YES"
"No Man's Land: The Rise of Reeker",47.2337862180161,2,2008,88,"Horror","R","NO","NO"
"Man on Wire",2.957978,1,2008,90,"Biography","PG-13","NO","YES"
"Pontypool",0.003478,1.5,2008,95,"Other","Other","NO","NO"
"Trucker",0.052166,2,2008,90,"Drama","R","NO","NO"
"The Day the Earth Stood Still",79.363785,80,2008,104,"Drama","PG-13","YES","NO"
"Extreme Movie",47.2337862180161,44.870033081674,2008,76,"Comedy","R","YES","NO"
"Lake Mungo",47.2337862180161,1.4,2008,89,"Drama","R","NO","NO"
"Shine a Light",5.355376,44.870033081674,2008,122,"Biography","PG-13","NO","YES"
"Food, Inc.",4.417124,44.870033081674,2008,94,"Documentary","PG","NO","YES"
"Frozen River",2.508841,1,2008,97,"Crime","R","NO","YES"
"The Poker House",47.2337862180161,44.870033081674,2008,93,"Drama","R","YES","NO"
"Childless",47.2337862180161,1,2008,90,"Drama","R","NO","NO"
"Harrison Montgomery",47.2337862180161,0.85,2008,95,"Drama","Other","NO","YES"
"Donkey Punch",0.018378,0.9,2008,99,"Crime","R","NO","NO"
"Fireproof",33.451479,0.5,2008,122,"Drama","PG","NO","NO"
"What Happens in Vegas",80.276912,35,2008,101,"Comedy","PG-13","NO","NO"
"Wendy and Lucy",0.856942,0.2,2008,80,"Drama","R","NO","YES"
"Sunday School Musical",47.2337862180161,44.870033081674,2008,93,"Drama","G","NO","NO"
"Bronson",0.104792,44.870033081674,2008,92,"Action","R","YES","YES"
"Call + Response",0.215185,0.2,2008,86,"Documentary","PG-13","NO","YES"
"Baghead",0.140016,44.870033081674,2008,84,"Comedy","R","YES","NO"
"Good Dick",0.015542,44.870033081674,2008,86,"Comedy","R","YES","NO"
"Yesterday Was a Lie",47.2337862180161,2.5,2008,89,"Drama","PG","NO","NO"
"Avatar",760.505847,237,2009,178,"Action","PG-13","YES","YES"
"Harry Potter and the Half-Blood Prince",301.95698,250,2009,153,"Adventure","PG","YES","YES"
"Transformers: Revenge of the Fallen",402.076689,200,2009,150,"Action","PG-13","YES","NO"
"Terminator Salvation",125.320003,200,2009,118,"Action","PG-13","YES","NO"
"2012",166.112167,200,2009,158,"Action","PG-13","YES","NO"
"A Christmas Carol",137.850096,200,2009,96,"Animation","PG","YES","NO"
"Up",292.979556,175,2009,96,"Adventure","PG","YES","YES"
"Monsters vs. Aliens",198.332128,175,2009,94,"Action","PG","YES","NO"
"G.I. Joe: The Rise of Cobra",150.16763,175,2009,118,"Action","PG-13","YES","NO"
"Night at the Museum: Battle of the Smithsonian",177.243721,150,2009,105,"Adventure","PG","YES","NO"
"X-Men Origins: Wolverine",179.883016,150,2009,119,"Action","PG-13","YES","NO"
"Angels & Demons",133.375846,150,2009,146,"Other","PG-13","YES","NO"
"G-Force",119.420252,150,2009,88,"Action","PG","YES","NO"
"Star Trek",257.704099,150,2009,127,"Action","PG-13","YES","YES"
"Watchmen",107.503316,130,2009,215,"Action","R","YES","YES"
"The Princess and the Frog",104.374107,105,2009,97,"Animation","G","YES","YES"
"Public Enemies",97.030725,100,2009,140,"Biography","R","YES","YES"
"The Taking of Pelham 1 2 3",65.452312,100,2009,106,"Action","R","YES","NO"
"Where the Wild Things Are",77.222184,100,2009,101,"Adventure","PG","YES","NO"
"Land of the Lost",49.392095,100,2009,102,"Adventure","PG-13","YES","NO"
"The Lovely Bones",43.982842,65,2009,135,"Drama","PG-13","YES","NO"
"Cloudy with a Chance of Meatballs",124.870275,100,2009,90,"Animation","PG","YES","YES"
"Ice Age: Dawn of the Dinosaurs",196.573705,90,2009,94,"Action","PG","YES","YES"
"Sherlock Holmes",209.019489,90,2009,128,"Action","PG-13","YES","YES"
"It's Complicated",112.70347,85,2009,120,"Comedy","R","YES","NO"
"Surrogates",38.542418,80,2009,89,"Action","PG-13","YES","NO"
"Nine",19.673424,80,2009,118,"Drama","PG-13","YES","NO"
"Oceans",19.406406,40,2009,104,"Documentary","G","NO","YES"
"Hotel for Dogs",73.023275,35,2009,100,"Comedy","PG","NO","NO"
"Carriers",0.09082,44.870033081674,2009,84,"Drama","PG-13","NO","NO"
"Funny People",51.81419,75,2009,153,"Comedy","R","YES","NO"
"Inglourious Basterds",120.523073,75,2009,153,"Adventure","R","YES","YES"
"Alvin and the Chipmunks: The Squeakquel",219.613391,75,2009,88,"Animation","PG","YES","NO"
"Agora",0.61784,70,2009,141,"Adventure","R","YES","YES"
"Astro Boy",19.548064,65,2009,94,"Action","PG","YES","NO"
"Couples Retreat",109.176215,60,2009,113,"Comedy","PG-13","YES","NO"
"This Is It",71.844424,60,2009,111,"Documentary","PG","YES","YES"
"Coraline",75.280058,60,2009,100,"Animation","PG","YES","YES"
"Year One",43.337279,60,2009,100,"Adventure","PG-13","YES","NO"
"Invictus",37.479778,60,2009,134,"Biography","PG-13","YES","YES"
"State of Play",36.965395,44.870033081674,2009,127,"Crime","PG-13","NO","YES"
"Duplicity",40.55993,60,2009,125,"Comedy","PG-13","YES","NO"
"Planet 51",42.19406,70,2009,91,"Adventure","PG","YES","NO"
"The Soloist",31.670931,60,2009,117,"Biography","PG-13","YES","NO"
"Did You Hear About the Morgans?",29.580087,58,2009,103,"Comedy","PG-13","YES","NO"
"Imagine That",16.08861,55,2009,107,"Comedy","PG","NO","NO"
"Law Abiding Citizen",73.343413,50,2009,118,"Crime","R","YES","YES"
"The Twilight Saga: New Moon",296.623634,50,2009,130,"Adventure","PG-13","NO","NO"
"Knowing",79.948113,50,2009,121,"Drama","PG-13","NO","NO"
"Race to Witch Mountain",67.128202,65,2009,98,"Action","PG","YES","NO"
"Ninja Assassin",38.105077,40,2009,99,"Action","R","NO","NO"
"The International",25.450527,50,2009,118,"Action","R","YES","NO"
"Gamer",20.488579,50,2009,95,"Action","R","YES","NO"
"Street Fighter: The Legend of Chun-Li",8.742261,18,2009,96,"Action","PG-13","NO","NO"
"Pirate Radio",7.994115,44.870033081674,2009,135,"Comedy","R","YES","YES"
"Aliens in the Attic",25.200412,45,2009,86,"Adventure","PG","NO","NO"
"Brüno",59.99276,42,2009,81,"Comedy","R","YES","NO"
"Micmacs",1.260917,27,2009,105,"Action","R","NO","YES"
"The Proposal",163.947053,40,2009,108,"Comedy","PG-13","NO","NO"
"He's Just Not That Into You",93.952276,40,2009,129,"Comedy","PG-13","NO","NO"
"Julie & Julia",94.125426,40,2009,123,"Biography","PG-13","NO","YES"
"I Love You, Man",71.34701,40,2009,105,"Comedy","R","NO","YES"
"17 Again",64.149837,20,2009,102,"Comedy","PG-13","NO","NO"
"The Final Destination",66.466372,40,2009,82,"Horror","R","NO","NO"
"Fantastic Mr. Fox",20.999103,40,2009,87,"Adventure","PG","NO","YES"
"Cirque du Freak: The Vampire's Assistant",13.83813,40,2009,109,"Action","PG-13","NO","NO"
"Pandorum",10.326062,33,2009,108,"Action","R","NO","NO"
"The Time Traveler's Wife",63.411478,39,2009,107,"Drama","PG-13","NO","YES"
"The Ugly Truth",88.915214,38,2009,96,"Comedy","R","NO","NO"
"Precious",47.536959,10,2009,109,"Drama","R","NO","YES"
"Obitaemyy ostrov",47.2337862180161,29.5,2009,115,"Action","Other","YES","NO"
"The Hangover",277.313371,35,2009,108,"Comedy","R","NO","YES"
"The Blind Side",255.950375,29,2009,129,"Biography","PG-13","NO","YES"
"Old Dogs",49.474048,35,2009,88,"Comedy","PG","NO","NO"
"Underworld: Rise of the Lycans",45.802315,35,2009,92,"Action","R","NO","NO"
"The Young Victoria",10.991381,35,2009,100,"Biography","PG","NO","YES"
"Whiteout",10.268846,35,2009,101,"Action","R","NO","NO"
"Black Water Transit",47.2337862180161,23,2009,106.251612903226,"Crime","Other","YES","YES"
"District 9",115.646235,30,2009,112,"Action","R","NO","YES"
"Hannah Montana: The Movie",79.566871,30,2009,102,"Comedy","G","NO","NO"
"Up in the Air",83.81346,25,2009,108,"Drama","R","NO","YES"
"Bride Wars",58.71551,30,2009,89,"Comedy","PG","NO","NO"
"Drag Me to Hell",42.05734,30,2009,99,"Horror","PG-13","NO","NO"
"9",31.743332,30,2009,79,"Action","PG-13","NO","YES"
"Splice",16.999046,26,2009,104,"Drama","R","NO","NO"
"Dragonball: Evolution",9.353573,45,2009,100,"Action","PG","NO","NO"
"The Imaginarium of Doctor Parnassus",7.689458,40,2009,123,"Adventure","PG-13","NO","NO"
"Little Nicholas",47.2337862180161,44.870033081674,2009,91,"Comedy","Other","YES","YES"
"Taking Woodstock",7.443007,30,2009,120,"Comedy","R","NO","NO"
"My Sister's Keeper",49.185998,30,2009,109,"Drama","PG-13","NO","YES"
"Case 39",13.248477,27,2009,109,"Horror","R","NO","NO"
"Paul Blart: Mall Cop",20.819129,26,2009,91,"Action","PG","NO","NO"
"Brothers",28.501651,26,2009,105,"Drama","R","NO","YES"
"Dance Flick",25.615792,25,2009,88,"Action","PG-13","NO","NO"
"The Box",15.045676,16,2009,115,"Drama","PG-13","NO","NO"
"The Road",0.056692,25,2009,111,"Adventure","R","NO","YES"
"Bad Lieutenant: Port of Call New Orleans",1.697956,20,2009,122,"Crime","R","NO","NO"
"The True Story of Puss'N Boots",47.2337862180161,25,2009,80,"Adventure","G","NO","NO"
"The Men Who Stare at Goats",32.416109,25,2009,94,"Comedy","R","NO","NO"
"Zombieland",75.590286,23.6,2009,88,"Adventure","R","NO","YES"
"Coco Before Chanel",6.109075,19.43,2009,111,"Biography","PG-13","NO","NO"
"Chéri",2.708188,23,2009,100,"Comedy","R","NO","NO"
"Bodyguards and Assassins",47.2337862180161,23,2009,139,"Action","Other","YES","NO"
"The Informant!",33.313582,21,2009,108,"Comedy","R","NO","NO"
"Away We Go",9.430988,17,2009,98,"Comedy","R","NO","YES"
"Orphan",41.57374,44.870033081674,2009,123,"Horror","R","YES","YES"
"The Stepfather",29.062561,44.870033081674,2009,101,"Crime","PG-13","NO","NO"
"Daybreakers",29.975979,20,2009,98,"Action","R","NO","NO"
"Shorts",20.916309,40,2009,89,"Comedy","PG","NO","NO"
"Capitalism: A Love Story",14.359793,44.870033081674,2009,105,"Crime","R","YES","YES"
"Armored",15.988876,27,2009,88,"Action","PG-13","NO","NO"
"Crank: High Voltage",13.630226,20,2009,96,"Action","R","NO","NO"
"12 Rounds",12.232937,22,2009,108,"Action","PG-13","NO","NO"
"Everybody's Fine",8.855646,21,2009,99,"Adventure","PG-13","NO","YES"
"Bandslam",5.205343,20,2009,111,"Comedy","PG","NO","NO"
"I Can Do Bad All by Myself",51.697449,13,2009,113,"Comedy","PG-13","NO","NO"
"The Invention of Lying",18.439082,18.5,2009,100,"Comedy","PG-13","NO","NO"
"Observe and Report",23.993605,18,2009,86,"Comedy","R","NO","NO"
"Love Happens",22.92739,18,2009,109,"Drama","PG-13","NO","NO"
"Fame",22.452209,18,2009,123,"Comedy","PG","NO","NO"
"I Love You, Beth Cooper",14.793904,18,2009,102,"Comedy","PG-13","NO","NO"
"Youth in Revolt",15.281286,18,2009,90,"Comedy","R","NO","NO"
"The Last Station",6.615578,13,2009,112,"Biography","R","NO","YES"
"Mao's Last Dancer",4.80675,44.870033081674,2009,117,"Biography","PG","NO","YES"
"The White Ribbon",2.222647,12,2009,144,"Drama","R","NO","YES"
"I Come with the Rain",47.2337862180161,18,2009,114,"Other","Other","YES","NO"
"Madea Goes to Jail",90.485233,44.870033081674,2009,103,"Comedy","PG-13","NO","NO"
"Brooklyn's Finest",27.154426,17,2009,132,"Crime","R","NO","NO"
"My Life in Ruins",8.662318,17,2009,98,"Comedy","PG-13","NO","NO"
"The Unborn",42.638165,16,2009,89,"Drama","PG-13","NO","NO"
"Jennifer's Body",16.204793,16,2009,107,"Comedy","R","NO","NO"
"Enter the Void",0.336467,13,2009,161,"Drama","Other","NO","YES"
"Hachi: A Dog's Tale",47.2337862180161,16,2009,93,"Drama","G","NO","YES"
"Tidal Wave",47.2337862180161,44.870033081674,2009,103,"Action","R","YES","NO"
"Halloween II",33.386128,15,2009,119,"Horror","R","NO","NO"
"The Last House on the Left",32.721635,15,2009,114,"Crime","R","NO","NO"
"All About Steve",33.86001,15,2009,99,"Comedy","PG-13","NO","NO"
"Whip It",13.034417,15,2009,111,"Drama","PG-13","NO","NO"
"Post Grad",6.373693,15,2009,88,"Comedy","PG-13","NO","NO"
"Whatever Works",5.306447,15,2009,92,"Comedy","PG-13","NO","YES"
"Shinjuku Incident",47.2337862180161,15,2009,119,"Action","R","NO","YES"
"My Bloody Valentine",51.527787,15,2009,101,"Horror","R","NO","NO"
"A Perfect Getaway",15.48354,14,2009,108,"Adventure","R","NO","NO"
"Wild Grass",0.403649,44.870033081674,2009,104,"Drama","PG","NO","NO"
"Stan Helsing",47.2337862180161,44.870033081674,2009,90,"Comedy","R","YES","NO"
"Chloe",3.074838,11,2009,96,"Drama","R","NO","NO"
"Brothers",28.501651,26,2009,105,"Drama","R","NO","YES"
"I Love You Phillip Morris",2.035566,13,2009,102,"Biography","R","NO","NO"
"Sorority Row",11.956207,16,2009,101,"Horror","R","NO","NO"
"Solitary Man",4.360548,15,2009,90,"Comedy","R","NO","NO"
"The Perfect Game",1.089445,12.5,2009,118,"Comedy","PG","NO","YES"
"Ondine",0.548934,12,2009,111,"Drama","PG-13","NO","NO"
"A Woman, a Gun and a Noodle Shop",0.190666,44.870033081674,2009,95,"Comedy","R","YES","NO"
"City of Life and Death",0.119922,12,2009,132,"Drama","R","NO","YES"
"Triangle",47.2337862180161,12,2009,99,"Other","R","NO","NO"
"The Cry of the Owl",47.2337862180161,11.5,2009,100,"Drama","R","NO","NO"
"Saw VI",27.669413,11,2009,92,"Horror","R","NO","NO"
"Precious",47.536959,10,2009,109,"Drama","R","NO","YES"
"The Fourth Kind",25.46448,10,2009,98,"Other","PG-13","NO","NO"
"The Goods: Live Hard, Sell Hard",15.102127,44.870033081674,2009,89,"Comedy","R","YES","NO"
"I Am Love",5.004648,10,2009,120,"Drama","R","NO","YES"
"The Joneses",1.474508,5,2009,96,"Comedy","R","NO","NO"
"World's Greatest Dad",0.22121,44.870033081674,2009,99,"Comedy","R","YES","NO"
"The Open Road",0.019348,10,2009,91,"Comedy","PG-13","NO","NO"
"The Good Guy",0.100503,8,2009,90,"Comedy","R","NO","NO"
"Motherhood",0.0929,5,2009,90,"Comedy","PG-13","NO","NO"
"The Janky Promoters",47.2337862180161,44.870033081674,2009,85,"Comedy","R","YES","NO"
"The Devil's Tomb",47.2337862180161,10,2009,90,"Action","R","NO","NO"
"Adventureland",16.025394,44.870033081674,2009,107,"Comedy","R","YES","NO"
"Gentlemen Broncos",0.113155,44.870033081674,2009,89,"Adventure","PG-13","NO","NO"
"Princess Kaiulani",0.883887,9,2009,97,"Drama","PG","NO","NO"
"Red Riding: In the Year of Our Lord 1974",47.2337862180161,44.870033081674,2009,102,"Crime","Other","YES","YES"
